Vendor # @	Vendor Creation Date	Vendor name	Vendor country key	Vendor Type Description	Vendor Material type	company_code	Region Description	Posting Block for Company Code	Business Unit
1184428	7/6/22	USEAWEEU	US	PO	Contingent Workforce	1114	North America		
1184428	7/6/22	USEAWEEU	US	PO	Contingent Workforce	1220	North America	X	
1184428	7/6/22	USEAWEEU	US	PO	Contingent Workforce	1222	North America	X	
1184428	7/6/22	USEAWEEU	US	PO	Contingent Workforce	1224	North America	X	
1184427	7/6/22	RZY VEYA	TR	PO	Software	2118	EMEA		
1184426	7/6/22	TNAAREAL	IN	PO	Events	6000	India		
1184426	7/6/22	LDOLTDOS	IL	PO	HR	5000	ISR		
1184425	7/5/22	OLUIOSUS	AU	PO	Marketing & Creative	3174	APAC		
1184425	7/5/22	YNDLERD 	AU	PO	Events	3174	APAC	X	
1184424	7/5/22	EIVATIVE	NZ	PO	HR	3170	APAC	X	
1184423	7/5/22	NB OTH N	NZ	PO	Professional Services	3170	APAC	X	
1184423	7/5/22	TEBLTDBO	NZ	PO	Facilities	3170	APAC	X	
1184422	7/5/22	MTOLTDON	AU	PO	Hardware	3170	APAC	X	
1184422	7/5/22	RR LTD A	AU	PO	Hardware	3170	APAC	X	
1184421	7/5/22	ANKON	DK	PO	Contingent Workforce	3170	APAC	X	
1184420	7/5/22	YMOINTON	SG	PO	Hardware	3166	APAC		
1184420	7/5/22	YMOINTON	SG	PO	Hardware	3172	APAC		
1184420	7/4/22	RCA CVAS	MX	PO	HR	4042	CALA		
1184419	7/4/22	EY,INC, 	ES	PO	Learning & Development	1100	North America		
1184419	7/4/22	EY,INC, 	ES	PO	Learning & Development	2300	EMEA		
1184419	7/4/22	EY,INC, 	ES	PO	Learning & Development	4042	CALA		
1184419	7/4/22	NDNA	IL	PO	Events	5000	ISR		
1184418	7/4/22	LALVICLT	US	PO	Hardware	1100	North America		
1184418	7/4/22	LALVICLT	US	PO	Hardware	1116	North America	X	
1184418	7/4/22	LALVICLT	US	PO	Hardware	1960	North America	X	
1184418	7/4/22	LALVICLT	US	PO	Hardware	2150	EMEA	X	
1184418	7/4/22	LONLTDN 	AU	PO	HR	3002	APAC		
1184417	7/1/22	LECTEDCH	IN	NPO	Contingent Workforce	6000	India		
1184417	7/1/22	LECTEDCH	IN	NPO	Contingent Workforce	6002	India		
1184417	7/1/22	LECTEDCH	IN	NPO	Contingent Workforce	6060	India		
1184416	7/1/22	UL INC D	US	PO	Contingent Workforce	1114	North America	X	
1184416	7/1/22	UL INC D	US	PO	Contingent Workforce	1220	North America	X	
1184416	7/1/22	UL INC D	US	PO	Contingent Workforce	1222	North America	X	
1184416	7/1/22	UL INC D	US	PO	Contingent Workforce	1224	North America	X	
1184416	7/1/22	IO SAS S	FR	PO	IT Services	2150	EMEA		
1184415	7/1/22	L TURMTH	IL	PO	Professional Services	5100	ISR		
1184415	6/30/22	TIAINCA 	US	PO	IT Services	1100	North America	X	
1184415	6/30/22	TIAINCA 	US	PO	IT Services	2800	EMEA		
1184413	6/30/22	NO LTD J	JP	PO	Hardware	3106	APAC		
1184413	6/30/22	NO LTD J	JP	PO	Hardware	3204	APAC	X	
1184413	6/30/22	I TINCTE	US	PO	Contingent Workforce	1114	North America		
1184413	6/30/22	I TINCTE	US	PO	Contingent Workforce	1220	North America	X	
1184413	6/30/22	I TINCTE	US	PO	Contingent Workforce	1222	North America	X	
1184413	6/30/22	I TINCTE	US	PO	Contingent Workforce	1224	North America	X	
1184412	6/30/22	ERULTDUM	IN	PO	HR	6000	India		
1184412	6/30/22	ITULTDUM	CY	PO	Real Estate	2800	EMEA		
1184411	6/30/22	EONARDNF	BE	PO	HR	2003	EMEA		
1184410	6/29/22	PTQLTDQA	IN	NPO	Contingent Workforce	6000	India		
1184410	6/29/22	PTQLTDQA	IN	NPO	Contingent Workforce	6002	India	X	
1184410	6/29/22	PTQLTDQA	IN	NPO	Contingent Workforce	6012	India	X	
1184410	6/29/22	PTQLTDQA	IN	NPO	Contingent Workforce	6060	India		
1184410	6/29/22	CICLLCC 	US	PO	Contingent Workforce	1114	North America	X	
1184410	6/29/22	CICLLCC 	US	PO	Contingent Workforce	1220	North America		
1184410	6/29/22	CICLLCC 	US	PO	Contingent Workforce	1222	North America	X	
1184410	6/29/22	CICLLCC 	US	PO	Contingent Workforce	1224	North America	X	
1184409	6/28/22	TETSETT	IN	PO	Learning & Development	6000	India		
1184409	6/28/22	TETSETT	IN	PO	Learning & Development	6060	India	X	
1184409	6/28/22	C RENTRE	AU	PO	HR	3002	APAC		
1184408	6/28/22	BECLTDCH	IN	PO	Facilities	6000	India		
1184407	6/28/22	YGHNC.HT	CA	PO	Software	1944	North America		
1184407	6/28/22	YGHNC.HT	CA	PO	Software	1946	North America	X	
1184406	6/27/22	G MBHDMA	MY	PO	Real Estate	1114	North America		
1184406	6/27/22	IREINCE 	US	NPO	Marketing & Creative	1114	North America		18497
1184405	6/27/22	BARLTDR 	IL	NPO	Vehicles	5000	ISR		7391
1184405	6/27/22	T PGHTPE	GB	NPO	HR	2500	EMEA		U8012
1184404	6/27/22	P SSASSO	CO	PO	Facilities	4110	CALA		
1184404	6/27/22	P SSASSO	CO	PO	Facilities	4112	CALA		
1184403	6/24/22	XLOTEDOU	IN	PO	Hardware	6000	India		
1184403	6/24/22	XLOTEDOU	IN	PO	Hardware	6002	India	X	
1184403	6/24/22	XLOTEDOU	IN	PO	Hardware	6012	India	X	
1184403	6/24/22	XLOTEDOU	IN	PO	Hardware	6060	India	X	
1184403	6/24/22	ZS OVA C	SI	PO	Professional Services	2300	EMEA	X	
1184403	6/24/22	ZS OVA C	SI	PO	Professional Services	2900	EMEA		
1184402	6/23/22	 RCASACA	"ID"	PO	Hardware	3120	APAC		
1184402	6/22/22	RNGINCGS	US	NPO	Travel	1100	North America		U7393
1184401	6/22/22	AENLLCN 	US	PO	Real Estate	1112	North America		
1184400	6/21/22	RSTINCTE	US	NPO	Contingent Workforce	1100	North America		
1184400	6/21/22	OZELTDE 	IL	PO	Software	5000	ISR		
1184399	6/20/22	D ALTDAN	IL	PO	Learning & Development	2300	EMEA		
1184399	6/20/22	D ALTDAN	IL	PO	Learning & Development	5000	ISR	X	
1184399	6/20/22	OKISYSIN	US	PO	Contingent Workforce	2800	EMEA		
1184398	6/20/22	RETLTDTE	IL	PO	Facilities	5000	ISR		
1184398	6/20/22	T MAHIMA	IN	PO	Facilities	6000	India		
1184398	6/20/22	T MAHIMA	IN	PO	Facilities	6002	India		
1184398	6/20/22	T MAHIMA	IN	PO	Facilities	6012	India		
1184397	6/20/22	RSSLTDS 	IL	PO	Professional Services	5000	ISR		
1184396	6/20/22	CUB AIB 	IL	PO	HR	2300	EMEA	X	
1184396	6/20/22	CUB AIB 	IL	PO	HR	5000	ISR		
1184396	6/16/22	RLDLDODE	AR	NPO	Professional Services	4130	CALA		U7393
1184395	6/16/22	IALOUPL 	US	NPO	 Service	1100	North America	X	U3540
1184395	6/16/22	IALOUPL 	US	NPO	 Service	1200	North America	X	U3540
1184395	6/15/22	OSELTDEC	IL	NPO	Facilities	2200	EMEA		15390
1184395	6/15/22	OSELTDEC	IL	NPO	Facilities	3104	APAC		15390
1184395	6/15/22	OSELTDEC	IL	NPO	Facilities	5000	ISR		
1184394	6/14/22	T ILTDIN	SG	PO	Contingent Workforce	3160	APAC	X	
1184394	6/14/22	T ILTDIN	SG	PO	Contingent Workforce	3166	APAC	X	
1184393	6/14/22	PISOUPS 	ES	PO	Contingent Workforce	2912	EMEA		
1184393	6/14/22	G DORPDA	PH	PO	Contingent Workforce	3104	APAC	X	
1184392	6/14/22	TRDLTDDS	GB	NPO	Contingent Workforce	2150	EMEA		U8012
1184392	6/13/22	CY ION C	US	PO	Software	1114	North America		
1184392	6/13/22	CY ION C	US	PO	Software	1220	North America		
1184392	6/13/22	CY ION C	US	PO	Software	1222	North America		
1184392	6/13/22	CY ION C	US	PO	Software	1224	North America		
1184391	6/13/22	MA C A B	TR	PO	Software	2118	EMEA		
1184390	6/13/22	 SULTDUR	KR	NPO	Professional Services	3182	APAC	X	U7363
1184390	6/10/22	LRKOODK 	BG	PO	HR	2220	EMEA		
1184389	6/10/22	MNEINCED	US	PO	Learning & Development	1210	North America		
1184389	6/10/22	AN INC I	US	PO	Hardware	1210	North America	X	
1184388	6/9/22	VETLTDTA	IL	PO	Facilities	5000	ISR		
1184388	6/9/22	ETOINCON	PH	PO	Contingent Workforce	3014	APAC	X	
1184388	6/9/22	ETOINCON	PH	PO	Contingent Workforce	3104	APAC		
1184388	6/9/22	ETOINCON	PH	PO	Contingent Workforce	3160	APAC	X	
1184387	6/9/22	E B.Ş.BI	TR	PO	Software	2118	EMEA		
1184386	6/9/22	UAUMBHUS	DE	PO	Facilities	2520	EMEA		
1184386	6/8/22	OVITTEIE	ZA	PO	Facilities	2005	EMEA		
1184386	6/8/22	OVITTEIE	ZA	PO	Facilities	2300	EMEA		
1184385	6/8/22	O CFEECO	IN	PO	Facilities	6000	India		
1184385	6/8/22	O CFEECO	IN	PO	Facilities	6002	India	X	
1184385	6/8/22	O CFEECO	IN	PO	Facilities	6012	India	X	
1184385	6/8/22	O CFEECO	IN	PO	Facilities	6060	India		
1184385	6/8/22	IC LTD L	FI	PO	Contingent Workforce	2900	EMEA		
1184384	6/8/22	GE T L P	IN	PO	Events	3100	APAC	X	
1184384	6/8/22	GE T L P	IN	PO	Events	3132	APAC	X	
1184384	6/8/22	GE T L P	IN	PO	Events	6000	India	X	
1184383	6/8/22	RNSLLCS 	AE	PO	HR	2250	EMEA	X	
1184383	6/8/22	RNSLLCS 	AE	PO	HR	2300	EMEA		
1184383	6/8/22	  PONSPR	IL	PO	Marketing & Creative	2300	EMEA		
1184382	6/8/22	RN INC D	PH	PO	HR	3104	APAC		
1184382	6/8/22	FTILTDIV	HU	NPO	Contingent Workforce	2000	EMEA	X	
1184382	6/8/22	FTILTDIV	HU	NPO	Contingent Workforce	2200	EMEA		
1184382	6/8/22	FTILTDIV	HU	NPO	Contingent Workforce	2300	EMEA	X	
1184382	6/8/22	FTILTDIV	HU	NPO	Contingent Workforce	2800	EMEA	X	
1184382	6/8/22	FTILTDIV	HU	NPO	Contingent Workforce	2900	EMEA		
1184381	6/7/22	ERAONSA 	IL	PO	Real Estate	5000	ISR		
1184381	6/7/22	ERAONSA 	IL	PO	Real Estate	5100	ISR		
1184380	6/7/22	I CINGCO	TR	PO	Software	2118	EMEA		
1184380	6/7/22	LEALTDAT	IL	PO	Events	5000	ISR	X	
1184379	6/6/22	YNCINCC	CA	PO	Facilities	1900	North America	X	
1184379	6/6/22	YNCINCC	CA	PO	Facilities	1944	North America		
1184379	6/6/22	ITELLCEC	US	PO	Contingent Workforce	1100	North America	X	
1184379	6/6/22	ITELLCEC	US	PO	Contingent Workforce	2800	EMEA		
1184378	6/6/22	lIsLTDsr	IL	PO	Gifts	5000	ISR		
1184378	6/6/22	lIsLTDsr	IL	PO	Gifts	5100	ISR		
1184378	6/6/22	SARTESR 	IN	NPO	Professional Services	2800	EMEA		U0046
1184378	6/6/22	SARTESR 	IN	NPO	Professional Services	2900	EMEA		U0046
1184378	6/6/22	SARTESR 	IN	NPO	Professional Services	6000	India		U0046
1184377	6/6/22	TH SPA S	IT	PO	Hardware	2520	EMEA	X	
1184377	6/6/22	TH SPA S	IT	PO	Hardware	2660	EMEA		
1184376	6/6/22	EINORSN 	IE	PO	Marketing & Creative	2142	EMEA		
1184376	6/6/22	EINORSN 	IE	PO	Marketing & Creative	2912	EMEA		
1184376	6/3/22	IARINCRD	US	PO	Hardware	1100	North America	X	
1184375	6/2/22	BECARECH	TR	PO	Software	2118	EMEA		
1184375	6/2/22	NCHLLPH 	IN	PO	Software	1100	North America		
1184375	6/2/22	NCHLLPH 	IN	PO	Software	6000	India		
1184375	6/2/22	NCHLLPH 	IN	PO	Software	6002	India		
1184375	6/2/22	NCHLLPH 	IN	PO	Software	6012	India		
1184375	6/2/22	NCHLLPH 	IN	PO	Software	6060	India		
1184374	6/2/22	F.TLTDT 	CY	PO	Facilities	2800	EMEA		
1184373	6/2/22	AY LTD C	IL	PO	Marketing & Creative	2150	EMEA		
1184373	6/2/22	DAUE CUX	MX	PO	Marketing & Creative	4042	CALA		
1184372	6/2/22	IAXVOSX 	BR	NPO	Professional Services	4000	CALA		U7363
1184372	6/2/22	VG LTD W	CA	PO	Facilities	1900	North America		
1184372	6/2/22	VG LTD W	CA	PO	Facilities	1944	North America		
1184371	6/2/22	TE COM G	IN	NPO	Professional Services	6000	India		U7363
1184371	6/2/22	TE COM G	IN	NPO	Professional Services	6012	India	X	U7363
1184370	5/31/22	TLILTDID	IN	PO	Facilities	6000	India		
1184370	5/31/22	TLILTDID	IN	PO	Facilities	6002	India		
1184370	5/31/22	I CINGCL	AU	PO	Marketing & Creative	2300	EMEA		
1184370	5/31/22	I CINGCL	AU	PO	Marketing & Creative	3014	APAC		
1184369	5/27/22	O52LLC2 	US	NPO	HR	1100	North America		U7599
1184368	5/27/22	OELINCLE	US	PO	HR	1100	North America		
1184368	5/27/22	RU S A V	PH	PO	Contingent Workforce	3104	APAC		
1184367	5/27/22	YOGGEVGE	IL	PO	Marketing & Creative	1114	North America		
1184367	5/27/22	YOGGEVGE	IL	PO	Marketing & Creative	1946	North America		
1184367	5/27/22	YOGGEVGE	IL	PO	Marketing & Creative	2300	EMEA		
1184367	5/27/22	YOGGEVGE	IL	PO	Marketing & Creative	5000	ISR	X	
1184366	5/27/22	AD ION C	US	PO	IT Services	1116	North America		
1184366	5/27/22	AD ION C	US	PO	IT Services	1960	North America		
1184366	5/26/22	MEDSTMD 	RU	PO	Contingent Workforce	2250	EMEA		
1184366	5/26/22	MEDSTMD 	RU	PO	Contingent Workforce	2252	EMEA	X	
1184366	5/26/22	MEDSTMD 	RU	PO	Contingent Workforce	2800	EMEA	X	
1184365	5/26/22	ECALLCAN	US	PO	IT Services	1116	North America		
1184365	5/26/22	AANLMANG	US	PO	Contingent Workforce	1116	North America	X	
1184365	5/26/22	AANLMANG	US	PO	Contingent Workforce	1960	North America	X	
1184365	5/26/22	AANLMANG	US	PO	Contingent Workforce	2150	EMEA	X	
1184364	5/25/22	LBELTDER	AU	NPO	Contingent Workforce	3002	APAC		
1184364	5/25/22	LBELTDER	AU	NPO	Contingent Workforce	3014	APAC		
1184364	5/25/22	LBELTDER	AU	NPO	Contingent Workforce	3134	APAC	X	
1184363	5/25/22	NAXJSCX 	BG	PO	Hardware	2220	EMEA		
1184363	5/24/22	DGTTEDTO	IN	PO	Hardware	6000	India		
1184363	5/24/22	DGTTEDTO	IN	PO	Hardware	6002	India		
1184363	5/24/22	DGTTEDTO	IN	PO	Hardware	6012	India		
1184363	5/24/22	DGTTEDTO	IN	PO	Hardware	6060	India		
1184362	5/24/22	TFEROSE 	CO	NPO	HR	4110	CALA		U7599
1184362	5/24/22	TFEROSE 	CO	NPO	HR	4112	CALA	X	U7599
1184362	5/24/22	SLOLLCOB	US	PO	Contingent Workforce	1100	North America	X	
1184361	5/24/22	U PTDAPR	BR	PO	Facilities	4000	CALA		
1184360	5/24/22	OEDDGEDG	IL	NPO	Contingent Workforce	2800	EMEA	X	U5596
1184360	5/24/22	OEDDGEDG	IL	NPO	Contingent Workforce	5000	ISR		99999
1184360	5/24/22	EI TED G	GB	PO	Contingent Workforce	2300	EMEA	X	
1184360	5/24/22	EI TED G	GB	PO	Contingent Workforce	2800	EMEA		
1184359	5/24/22	S LLTDLT	IL	PO	Facilities	5000	ISR		
1184359	5/24/22	IWASIAAT	NL	PO	Professional Services	2000	EMEA		
1184358	5/23/22	HIZIARZE	CH	NPO	Professional Services	2480	EMEA		U7363
1184358	5/23/22	NE OUP R	TH	PO	HR	3108	APAC		
1184357	5/23/22	J TLLCTE	RU	PO	Hardware	2800	EMEA		
1184356	5/23/22	PSOLTDON	IL	PO	Learning & Development	5000	ISR		
1184356	5/23/22	AE LLC L	US	PO	Professional Services	2300	EMEA		
1184355	5/23/22	FSHEAMH 	IL	PO	Learning & Development	5000	ISR		
1184355	5/20/22	T RERTRI	IL	PO	Marketing & Creative	2300	EMEA		
1184355	5/20/22	T RERTRI	IL	PO	Marketing & Creative	5000	ISR		
1184354	5/20/22	 ECLTDCT	IN	PO	Facilities	6060	India		
1184353	5/19/22	CERONSRA	BG	PO	Marketing & Creative	2300	EMEA		
1184353	5/19/22	 1 LLC T	US	PO	Real Estate	1114	North America		
1184353	5/19/22	 1 LLC T	US	PO	Real Estate	1222	North America		
1184352	5/19/22	R PLTDPO	IL	PO	Events	5000	ISR		
1184352	5/19/22	LS  IN T	PH	PO	Professional Services	3104	APAC	X	
1184350	5/19/22	AS LTD C	CA	PO	Software	1944	North America		
1184350	5/19/22	AS LTD C	CA	PO	Software	1946	North America	X	
1184350	5/19/22	GX BHD I	MY	PO	Professional Services	3100	APAC	X	
1184350	5/19/22	GX BHD I	MY	PO	Professional Services	3132	APAC	X	
1184350	5/19/22	GX BHD I	MY	PO	Professional Services	3136	APAC	X	
1184349	5/19/22	ZNCINCC	US	PO	Software	2200	EMEA		
1184349	5/19/22	ZNCINCC	US	PO	Software	2300	EMEA		
1184349	5/19/22	ZNCINCC	US	PO	Software	2800	EMEA		
1184349	5/19/22	ZNCINCC	US	PO	Software	2900	EMEA		
1184349	5/19/22	ZNCINCC	US	PO	Software	7002	EMEA		
1184349	5/19/22	EOMORPMM	US	PO	Contingent Workforce	1100	North America	X	
1184349	5/19/22	EOMORPMM	US	PO	Contingent Workforce	2800	EMEA		
1184348	5/18/22	OSSBHDSW	MY	PO	Learning & Development	3132	APAC	X	
1184348	5/18/22	MIDTEDDG	GB	PO	Software	1116	North America		
1184348	5/18/22	MIDTEDDG	GB	PO	Software	1960	North America		
1184348	5/18/22	MIDTEDDG	GB	PO	Software	2150	EMEA		
1184347	5/18/22	IVILLCIN	US	PO	Contingent Workforce	1114	North America		
1184347	5/18/22	IVILLCIN	US	PO	Contingent Workforce	1220	North America	X	
1184347	5/18/22	IVILLCIN	US	PO	Contingent Workforce	1222	North America	X	
1184347	5/18/22	IVILLCIN	US	PO	Contingent Workforce	1224	North America	X	
1184346	5/18/22	FTO PROR	IN	PO	Marketing & Creative	6000	India		
1184346	5/18/22	FTO PROR	IN	PO	Marketing & Creative	6002	India	X	
1184346	5/18/22	FTO PROR	IN	PO	Marketing & Creative	6060	India	X	
1184346	5/18/22	EISLLCSE	US	PO	Learning & Development	2300	EMEA		
1184345	5/18/22	T OLTDOF	IE	PO	Hardware	2142	EMEA		
1184345	5/18/22	T OLTDOF	IE	PO	Hardware	2220	EMEA		
1184345	5/18/22	T OLTDOF	IE	PO	Hardware	2620	EMEA		
1184345	5/18/22	ZEAHIPAD	US	PO	Learning & Development	2300	EMEA		
1184344	5/18/22	CITINCT 	CA	PO	HR	1944	North America		
1184343	5/17/22	vtinaliq	CO	PO	Hardware	4110	CALA		
1184343	5/17/22	vtinaliq	CO	PO	Hardware	4112	CALA		
1184343	5/17/22	ZS  SA S	CH	PO	Professional Services	2480	EMEA		
1184343	5/17/22	ZS  SA S	CH	PO	Professional Services	2482	EMEA		
1184342	5/17/22	CADCTRDA	RU	PO	Facilities	2252	EMEA		
1184342	5/16/22	EMALTDAR	IE	PO	Real Estate	2140	EMEA		
1184342	5/16/22	EMALTDAR	IE	PO	Real Estate	2142	EMEA		
1184341	5/16/22	IEVLLCVE	US	PO	Events	1100	North America		
1184340	5/13/22	SANIONND	US	PO	Contingent Workforce	1100	North America	X	
1184340	5/13/22	EOSSRLST	IT	PO	Professional Services	2300	EMEA		
1184339	5/12/22	NSTINCTA	US	NPO	Contingent Workforce	1100	North America		
1184339	5/12/22	NSTINCTA	US	NPO	Contingent Workforce	1210	North America		
1184339	5/12/22	NSTINCTA	US	NPO	Contingent Workforce	2800	EMEA		
1184339	5/12/22	FGEINCE 	US	PO	Software	1114	North America	X	
1184339	5/12/22	FGEINCE 	US	PO	Software	1220	North America	X	
1184339	5/12/22	FGEINCE 	US	PO	Software	1222	North America		
1184339	5/12/22	FGEINCE 	US	PO	Software	1224	North America	X	
1184338	5/12/22	MOLBOXLB	IL	PO	Software	1200	North America		
1184338	5/12/22	MOLBOXLB	IL	PO	Software	2300	EMEA		
1184338	5/12/22	MOLBOXLB	IL	PO	Software	2800	EMEA		
1184338	5/12/22	MOLBOXLB	IL	PO	Software	5000	ISR		
1184338	5/12/22	DO AEL P	IL	PO	Software	5000	ISR		
1184338	5/12/22	DO AEL P	IL	PO	Software	5062	ISR		
1184337	5/12/22	FEMTEDMA	TH	PO	Facilities	3108	APAC		
1184336	5/12/22	LNIINCIU	US	PO	HR	1100	North America	X	
1184336	5/12/22	HL CES O	IN	PO	Events	6000	India		
1184335	5/12/22	AIR 47RI	GR	PO	Real Estate	2110	EMEA		
1184335	5/11/22	TRUAR	RS	NPO	Contingent Workforce	2000	EMEA		
1184335	5/11/22	TRUAR	RS	NPO	Contingent Workforce	2200	EMEA	X	
1184335	5/11/22	TRUAR	RS	NPO	Contingent Workforce	2800	EMEA	X	
1184335	5/11/22	TRUAR	RS	NPO	Contingent Workforce	2900	EMEA	X	
1184334	5/11/22	GA TED L	GB	NPO	Professional Services	2150	EMEA		U8012
1184333	5/10/22	 S LTD P	IL	PO	Events	5000	ISR		
1184333	5/10/22	SIAIASAT	BR	PO	HR	4000	CALA		
1184332	5/10/22	RENRADNG	RS	NPO	Contingent Workforce	2000	EMEA		
1184332	5/10/22	RENRADNG	RS	NPO	Contingent Workforce	2200	EMEA		
1184332	5/10/22	RENRADNG	RS	NPO	Contingent Workforce	2800	EMEA		
1184332	5/10/22	RENRADNG	RS	NPO	Contingent Workforce	2900	EMEA	X	
1184332	5/9/22	NPOE LOR	SG	PO	Events	2300	EMEA		
1184332	5/9/22	NPOE LOR	SG	PO	Events	3166	APAC		
1184331	5/5/22	RD INC T	US	PO	Contingent Workforce	1210	North America	X	
1184330	5/5/22	YCZLICZE	CZ	PO	HR	2670	EMEA		
1184330	5/5/22	TRKESTK 	US	NPO	Professional Services	1116	North America	X	18500
1184329	5/5/22	OOOIONOT	IN	PO	HR	6000	India		
1184329	5/5/22	OOOIONOT	IN	PO	HR	6060	India		
1184329	5/5/22	NFEINGER	US	PO	Learning & Development	2300	EMEA		
1184328	5/5/22	O MANDMA	NZ	PO	Professional Services	1330	North America		
1184328	5/5/22	O MANDMA	NZ	PO	Professional Services	3016	APAC		
1184328	5/5/22	O MANDMA	NZ	PO	Professional Services	3170	APAC		
1184328	5/5/22	NGRLLCRO	RU	PO	HR	2258	EMEA		
1184327	5/4/22	EONNALND	GB	NPO	Professional Services	2800	EMEA	X	U7957
1184326	5/4/22	IEDYRODG	MX	PO	HR	3170	APAC	X	
1184326	5/4/22	IEDYRODG	MX	PO	HR	3174	APAC		
1184326	5/4/22	SVOQUEO 	BR	PO	HR	3170	APAC	X	
1184326	5/4/22	SVOQUEO 	BR	PO	HR	3174	APAC		
1184325	5/4/22	IMBILABO	BR	PO	HR	3170	APAC		
1184325	5/4/22	 ARRCERN	US	PO	Contingent Workforce	1114	North America	X	
1184325	5/4/22	 ARRCERN	US	PO	Contingent Workforce	1220	North America		
1184325	5/4/22	 ARRCERN	US	PO	Contingent Workforce	1222	North America	X	
1184325	5/4/22	 ARRCERN	US	PO	Contingent Workforce	1224	North America	X	
1184324	5/4/22	CO  AB B	SE	NPO	Contingent Workforce	1200	North America		18409
1184323	5/4/22	O TENTTA	IL	PO	Software	1100	North America		
1184323	5/4/22	O TENTTA	IL	PO	Software	1114	North America		
1184323	5/4/22	O TENTTA	IL	PO	Software	1116	North America		
1184323	5/4/22	O TENTTA	IL	PO	Software	1210	North America		
1184323	5/4/22	O TENTTA	IL	PO	Software	1220	North America		
1184323	5/4/22	O TENTTA	IL	PO	Software	1222	North America		
1184323	5/4/22	O TENTTA	IL	PO	Software	1946	North America		
1184323	5/4/22	O TENTTA	IL	PO	Software	2142	EMEA		
1184323	5/4/22	O TENTTA	IL	PO	Software	2300	EMEA		
1184323	5/4/22	O TENTTA	IL	PO	Software	2500	EMEA		
1184323	5/4/22	O TENTTA	IL	PO	Software	2800	EMEA		
1184323	5/4/22	O TENTTA	IL	PO	Software	2900	EMEA		
1184323	5/4/22	O TENTTA	IL	PO	Software	3166	APAC		
1184323	5/4/22	O TENTTA	IL	PO	Software	3170	APAC		
1184323	5/4/22	O TENTTA	IL	PO	Software	3172	APAC		
1184323	5/4/22	O TENTTA	IL	PO	Software	3174	APAC		
1184323	5/4/22	O TENTTA	IL	PO	Software	5000	ISR		
1184323	5/2/22	OENIVENE	IL	PO	Facilities	5000	ISR		
1184322	5/2/22	A LLLCLL	RU	PO	HR	2258	EMEA		
1184322	4/29/22	Q STEDSO	IN	PO	Software	2300	EMEA		
1184321	4/29/22	RNGINTG 	IL	PO	Learning & Development	2300	EMEA		
1184321	4/29/22	RNGINTG 	IL	PO	Learning & Development	5000	ISR		
1184320	4/29/22	RM OJI D	TR	PO	Software	2118	EMEA		
1184320	4/29/22	M ASIFAS	US	PO	Contingent Workforce	1114	North America	X	
1184320	4/29/22	M ASIFAS	US	PO	Contingent Workforce	1220	North America		
1184320	4/29/22	M ASIFAS	US	PO	Contingent Workforce	1222	North America	X	
1184320	4/29/22	M ASIFAS	US	PO	Contingent Workforce	1224	North America	X	
1184319	4/29/22	MST PRTR	US	PO	Marketing & Creative	1114	North America	X	
1184319	4/29/22	MST PRTR	US	PO	Marketing & Creative	1220	North America	X	
1184319	4/29/22	MST PRTR	US	PO	Marketing & Creative	1222	North America	X	
1184319	4/29/22	MST PRTR	US	PO	Marketing & Creative	1224	North America	X	
1184319	4/28/22	WNGSRLGU	IT	PO	Professional Services	2660	EMEA		
1184318	4/28/22	T WLLCWI	US	PO	Contingent Workforce	1210	North America		
1184318	4/27/22	G CLLCCO	US	PO	Contingent Workforce	1114	North America		
1184318	4/27/22	G CLLCCO	US	PO	Contingent Workforce	1220	North America	X	
1184318	4/27/22	G CLLCCO	US	PO	Contingent Workforce	1222	North America	X	
1184318	4/27/22	G CLLCCO	US	PO	Contingent Workforce	1224	North America	X	
1184317	4/27/22	A MIESMI	US	PO	Contingent Workforce	1114	North America		
1184317	4/27/22	A MIESMI	US	PO	Contingent Workforce	1220	North America	X	
1184317	4/27/22	A MIESMI	US	PO	Contingent Workforce	1222	North America	X	
1184317	4/27/22	A MIESMI	US	PO	Contingent Workforce	1224	North America	X	
1184316	4/27/22	PMPMBHPL	DE	PO	Professional Services	2174	EMEA		
1184316	4/27/22	PMPMBHPL	DE	PO	Professional Services	2520	EMEA		
1184316	4/27/22	DATADAT 	CL	PO	Software	4102	CALA		
1184315	4/27/22	BTETEKEK	TR	PO	Software	2118	EMEA		
1184315	4/27/22	NVELDAEL	PT	NPO	Contingent Workforce	2300	EMEA		
1184315	4/27/22	NVELDAEL	PT	NPO	Contingent Workforce	2500	EMEA	X	
1184315	4/27/22	NVELDAEL	PT	NPO	Contingent Workforce	2560	EMEA		
1184315	4/27/22	NVELDAEL	PT	NPO	Contingent Workforce	2800	EMEA	X	
1184315	4/27/22	NVELDAEL	PT	NPO	Contingent Workforce	2900	EMEA		
1184315	4/27/22	NVELDAEL	PT	NPO	Contingent Workforce	5000	ISR	X	
1184314	4/27/22	NISNIŞS 	TR	PO	Software	2118	EMEA		
1184313	4/27/22	TH LLC U	US	PO	Contingent Workforce	2800	EMEA		
1184313	4/26/22	OOLESSLU	BR	PO	HR	4000	CALA		
1184312	4/26/22	TAZA SZI	TR	PO	Software	2118	EMEA		
1184312	4/25/22	wleionev	US	PO	Contingent Workforce	2800	EMEA		
1184311	4/25/22	 AIERNI 	TH	PO	Facilities	3108	APAC		
